Gene,PMID,Evidence
Catalase,28100224,The damage control by the flower extract can be attributed to the reduction in lipid peroxidation and restoration of catalase activity.
p120,28334682,"Phytochemicals also decreased the levels of NOP2, proliferation-associated nucleolar protein p120, and WDR12 required for maturation of 28S and 5.8S ribosomal RNAs and formation of the 60S ribosome, and phosphorylation of S6 ribosomal protein that may result in diminished translation and inhibition of cell proliferation."
p21,28334682,"Cytostatic action of phytochemicals against breast cancer cells was observed at low micromolar concentration window (5-20ÂµM) and mediated by elevated p21 levels, and cell proliferation of SFN-, UA- and BA-treated normal human mammary epithelial cells (HMEC) was unaffected."
NOP2,28334682,"Phytochemicals also decreased the levels of NOP2, proliferation-associated nucleolar protein p120, and WDR12 required for maturation of 28S and 5.8S ribosomal RNAs and formation of the 60S ribosome, and phosphorylation of S6 ribosomal protein that may result in diminished translation and inhibition of cell proliferation."
WDR12,28334682,"Phytochemicals also decreased the levels of NOP2, proliferation-associated nucleolar protein p120, and WDR12 required for maturation of 28S and 5.8S ribosomal RNAs and formation of the 60S ribosome, and phosphorylation of S6 ribosomal protein that may result in diminished translation and inhibition of cell proliferation."
Cyclin D1,28343074,CF leaf extract significantly stimulated p21 and this correlated with a reduction in cyclin D1 protein levels.
p21,28343074,CF leaf extract significantly stimulated p21 and this correlated with a reduction in cyclin D1 protein levels.
EGFR,28427809,"In the present study, a natural compound library was screened to identify molecules that target TNBCs that overexpress EGFR."
CYP3A4,28462502,Quercetin is a plant-based flavonoid with inhibitory effects on P-glycoprotein (P-gp) and CYP3A4 and also antioxidant properties.
CXCR4,28628833,"CONCLUSION: Urtica dioica extract could inhibit cancer cell migration by regulating miR-21, MMP1, MMP9, MMP13, vimentin, CXCR4, and E-Cadherin."
CXCR4,28628833,"Moreover, our findings demonstrated that the extract could decrease miR-21 expression, which substantially lessens the overexpressed MMP1, MMP9, MMP13, vimentin, and CXCR4 and increases E-cadherin in the tumoral group."
MMP1,28628833,"CONCLUSION: Urtica dioica extract could inhibit cancer cell migration by regulating miR-21, MMP1, MMP9, MMP13, vimentin, CXCR4, and E-Cadherin."
MMP1,28628833,"Moreover, our findings demonstrated that the extract could decrease miR-21 expression, which substantially lessens the overexpressed MMP1, MMP9, MMP13, vimentin, and CXCR4 and increases E-cadherin in the tumoral group."
MMP13,28628833,"CONCLUSION: Urtica dioica extract could inhibit cancer cell migration by regulating miR-21, MMP1, MMP9, MMP13, vimentin, CXCR4, and E-Cadherin."
MMP13,28628833,"Moreover, our findings demonstrated that the extract could decrease miR-21 expression, which substantially lessens the overexpressed MMP1, MMP9, MMP13, vimentin, and CXCR4 and increases E-cadherin in the tumoral group."
MMP9,28628833,"CONCLUSION: Urtica dioica extract could inhibit cancer cell migration by regulating miR-21, MMP1, MMP9, MMP13, vimentin, CXCR4, and E-Cadherin."
MMP9,28628833,"Moreover, our findings demonstrated that the extract could decrease miR-21 expression, which substantially lessens the overexpressed MMP1, MMP9, MMP13, vimentin, and CXCR4 and increases E-cadherin in the tumoral group."
Vimentin,28628833,"CONCLUSION: Urtica dioica extract could inhibit cancer cell migration by regulating miR-21, MMP1, MMP9, MMP13, vimentin, CXCR4, and E-Cadherin."
Vimentin,28628833,"Moreover, our findings demonstrated that the extract could decrease miR-21 expression, which substantially lessens the overexpressed MMP1, MMP9, MMP13, vimentin, and CXCR4 and increases E-cadherin in the tumoral group."
Aromatase,28644496,The role of soybean extracts and isoflavones in hormone-dependent breast cancer: aromatase activity and biological effects.
GSTP1,28720470,"Gene and protein expression studies show down-regulation of AKR1BI, HRAS and GSTP1 by the extracts."
HRAS,28720470,"Gene and protein expression studies show down-regulation of AKR1BI, HRAS and GSTP1 by the extracts."
ATM,28779143,Huaier extract restrains the proliferative potential of endocrine-resistant breast cancer cells through increased ATM by suppressing miR-203.
ATM,28779143,These results demonstrated that Huaier extract could inhibit the proliferation of M7-TR and M7-FR cells by increasing ATM via suppression of miR-203.
ABCB1,28904007,"Previous studies have shown that curcumin, a natural product and a dietary constituent of turmeric, inhibits the function of MDR-related ABC transporters, including ABCB1, ABCC1, and especially ABCG2."
ABCC1,28904007,"Previous studies have shown that curcumin, a natural product and a dietary constituent of turmeric, inhibits the function of MDR-related ABC transporters, including ABCB1, ABCC1, and especially ABCG2."
ABCG2,28904007,"Previous studies have shown that curcumin, a natural product and a dietary constituent of turmeric, inhibits the function of MDR-related ABC transporters, including ABCB1, ABCC1, and especially ABCG2."
STAT3,28910973,"The purpose of this study is to investigate whether Lycorine, a pyrrolo[de]phenanthridine ring-type alkaloid extracted from Amaryllidaceae genera, could inhibit breast cancer by targeting STAT3 signaling pathway."
BAX,28928657,"Our study in metastatic MDA-MB-231 cells showed that both ethanol and acetone pulp extracts decreased transcript levels of the anti-apoptotic genes BCL2 and BCLXL, and a reverse effect was observed for the pro-apoptotic genes BAX and caspase 3."
BCL2,28928657,"Additionally, enhanced caspase 3 activity and downregulated BCL2 protein were seen, indicating a role of these extracts in inducing apoptotic activity."
BCL2,28928657,"Our study in metastatic MDA-MB-231 cells showed that both ethanol and acetone pulp extracts decreased transcript levels of the anti-apoptotic genes BCL2 and BCLXL, and a reverse effect was observed for the pro-apoptotic genes BAX and caspase 3."
Caspase 3,28928657,"Additionally, enhanced caspase 3 activity and downregulated BCL2 protein were seen, indicating a role of these extracts in inducing apoptotic activity."
Caspase 3,28928657,"Our study in metastatic MDA-MB-231 cells showed that both ethanol and acetone pulp extracts decreased transcript levels of the anti-apoptotic genes BCL2 and BCLXL, and a reverse effect was observed for the pro-apoptotic genes BAX and caspase 3."
CD44,28928657,"In addition, these extracts inhibited colony and sphere formation with simultaneous reduction in the transcript level of the stemness associated genes, BMI-1 and CD44."
Keratin 19,28928657,"Moreover, MDA-MB-231 cells treated with both these extracts demonstrated up-regulation of the epithelial gene keratin 19 and down-regulation of the mesenchymal genes, vimentin, N-cadherin, Zeb1 and Zeb2 compared to control, suggesting a suppressive impact of these extracts in epithelial to mesenchymal transition (EMT)."
VIM vimentin,28928657,"Moreover, MDA-MB-231 cells treated with both these extracts demonstrated up-regulation of the epithelial gene keratin 19 and down-regulation of the mesenchymal genes, vimentin, N-cadherin, Zeb1 and Zeb2 compared to control, suggesting a suppressive impact of these extracts in epithelial to mesenchymal transition (EMT)."
TLR4,28950845,Ethanol extract of propolis and its constituent caffeic acid phenethyl ester inhibit breast cancer cells proliferation in inflammatory microenvironment by inhibiting TLR4 signal pathway and inducing apoptosis and autophagy.
p65,29039556,"Furthermore, the results of real-time PCR and western blotting revealed that Huaier extract decreased p65 and c-Met expression and increased IÎºBÎ± expression, while paclitaxel increased p65 expression and reduced IÎºBÎ± and c-Met expression."
EMT,29113242,"Thus, suppressing EMT with a natural chemical compound may be of therapeutic benefit."
CBL,29145193,"In addition, Huaier extract increased the expression of CBL protein, a direct target of miR-675-5p."
H19,29145193,Huaier extract reduced the expression of H19.
H19,29145193,Quantitative realtime PCR (qPCR) was used to evaluate the transfection efficiency and the influence of Huaier extract on H19 expression.
H19,29145193,"The over-expression of H19 inhibited the cytotoxic effects of Huaier extract; in contrast, reduced H19 expression enhanced the function of Huaier extract."
CYP1B1,29150398,"Both these natural products were found to be selective inhibitors of CYP1B1, and does not inhibit CYP2 and CYP3 family of enzymes (IC50â€¯>â€¯20â€¯ÂµM)."
CYP1B1,29150398,The hydroalcoholic extract of G. glabra and quercetin (4) showed complete reversal of cisplatin resistance in CYP1B1 overexpressing triple negative MDA-MB-468 breast cancer cells.
CYP1B1,29150398,"The hydroalcoholic extract showed potent inhibition of CYP1B1 in both Sacchrosomes as well as in live cells with IC50 values of 21 and 16â€¯Âµg/mL, respectively."
CYP1B1,29150398,"With an objective to discover cisplatin-resistance reversal agents, herein, we report the evaluation of Glycyrrhiza glabra (licorice) extracts and its twelve chemical constituents for inhibition of CYP1B1 (and CYP1A1) enzyme in Sacchrosomes and live human cells."
EMT,29281678,The natural compound Jatrophone interferes with Wnt/Î²-catenin signaling and inhibits proliferation and EMT in human triple-negative breast cancer.
ADA,29506637,"After 24 h, different concentrations of the extract were added and after 72 h, ADA and ODC1 gene expression as well as BCL2 and BAX apoptotic genes were assessed by Taqman real time PCR assay."
BAX,29506637,"After 24 h, different concentrations of the extract were added and after 72 h, ADA and ODC1 gene expression as well as BCL2 and BAX apoptotic genes were assessed by Taqman real time PCR assay."
BCL2,29506637,"After 24 h, different concentrations of the extract were added and after 72 h, ADA and ODC1 gene expression as well as BCL2 and BAX apoptotic genes were assessed by Taqman real time PCR assay."
ODC1,29506637,"After 24 h, different concentrations of the extract were added and after 72 h, ADA and ODC1 gene expression as well as BCL2 and BAX apoptotic genes were assessed by Taqman real time PCR assay."
PI3K,29574068,Natural product toosendanin reverses the resistance of human breast cancer cells to adriamycin as a novel PI3K inhibitor.
CDKN2A,29634384,"In the present study, using methylation-sensitive restriction analysis (MSRA) and qPCR, we showed that clofarabine in combination with sulforaphane, a phytochemical from cruciferous vegetables, significantly reactivates DNA methylation-silenced CDKN2A tumour suppressor and inhibits cancer cell growth at a non-invasive breast cancer stage."
Progesterone receptor,29736565,"We previously identified apigenin as a potential phytoprogestin, a natural product with a chemical scaffold that interacts with the progesterone receptor (PR)."
p27,29755561,"This extract could induce apoptosis and promote cell-cycle arrest at S-phase in MDA-MB-231 cells after 24 h of incubation, as compared to the control group (p < 0.001) and could significantly up-regulate the expression of bax and p27 genes at the level of 2.8 and 2.2 folds, respectively."
EMT,29771986,Correction: The natural compound Jatrophone interferes with Wnt/Î²-catenin signaling and inhibits proliferation and EMT in human triple-negative breast cancer.
AKT,29844859,"Here, we screened a library containing 441 authenticated traditional chinese medicine (TCM) plant extracts by examining their effect on cell viability of a human mammary epithelial cell line HMEC-PIK3CAH1047R, which expresses mutant PIK3CAH1047R and has constitutively active AKT signaling."
CD44,29846560,"Tocopherols decreased the levels of stem cell markers, including octamer-binding transcription factor 4 (OCT4), CD44 and SOX-2, as well as estrogen-related markers, such as trefoil factor (TFF)/pS2, cathepsin D, progesterone receptor and SERPINA1, in estrogen-stimulated tumorspheres."
Cathepsin D,29846560,"Tocopherols decreased the levels of stem cell markers, including octamer-binding transcription factor 4 (OCT4), CD44 and SOX-2, as well as estrogen-related markers, such as trefoil factor (TFF)/pS2, cathepsin D, progesterone receptor and SERPINA1, in estrogen-stimulated tumorspheres."
Progesterone receptor,29846560,"Tocopherols decreased the levels of stem cell markers, including octamer-binding transcription factor 4 (OCT4), CD44 and SOX-2, as well as estrogen-related markers, such as trefoil factor (TFF)/pS2, cathepsin D, progesterone receptor and SERPINA1, in estrogen-stimulated tumorspheres."
SERPINA1,29846560,"Tocopherols decreased the levels of stem cell markers, including octamer-binding transcription factor 4 (OCT4), CD44 and SOX-2, as well as estrogen-related markers, such as trefoil factor (TFF)/pS2, cathepsin D, progesterone receptor and SERPINA1, in estrogen-stimulated tumorspheres."
Octamer-binding transcription factor 4,29846560,"Tocopherols decreased the levels of stem cell markers, including octamer-binding transcription factor 4 (OCT4), CD44 and SOX-2, as well as estrogen-related markers, such as trefoil factor (TFF)/pS2, cathepsin D, progesterone receptor and SERPINA1, in estrogen-stimulated tumorspheres."
Tyrosinase,29864137,"The extracts exhibited good inhibitory effects on tyrosinase and glucosidase, while they had weak ability against cholinesterases and amylase."
MYCN,29871587,"Through this work, we observed significant cytotoxic effects of Rhodiola crenulata extract treatment upon treatment on NB-1691 cells, a human neuroblastoma cell line with MYCN amplification."
KLF4,29899271,"We also found that these compounds have the potential to downregulate KLF4 levels, which plays an important role in stem cell formation."
Aromatase,29909120,"AIM OF THE STUDY: In this work, a sequential structure-based and ligand-based virtual screening strategy was utilized for investigating an in-house database of 1720 phytochemical constituents of 29 medicinal plants and natural products used in traditional Egyptian medicine to search for compounds with the potential to be used as inhibitors of the human aromatase enzyme."
Aromatase,29909120,CONCLUSION: The suggested strategy provides a reliable means of prospecting in-silico screening of natural products databases in the search for new dug leads as aromatase inhibitors.
Aromatase,29909120,Integrated in silico-in vitro strategy for screening of some traditional Egyptian plants for human aromatase inhibitors.
Aromatase,29909120,Natural products from traditional medicinal plants continue to be an active source of aromatase inhibitors.
Aromatase,29909120,"The hydro-alcoholic extracts and different solvent fractions of the top scoring plants were subsequently tested experimentally for their aromatase inhibitory activity, by the aid of in-vitro fluorometric assay."
ATRX,29963755,"Prolonged phytochemical exposure conferred heritable changes in the binding topology of key epigenetic regulators including ATRX, SUV39H1/H2, and HP1BP3 that are preserved in untreated progeny, resulting in sustained downregulation of proliferation genes and reduced cell growth."
HP1BP3,29963755,"Prolonged phytochemical exposure conferred heritable changes in the binding topology of key epigenetic regulators including ATRX, SUV39H1/H2, and HP1BP3 that are preserved in untreated progeny, resulting in sustained downregulation of proliferation genes and reduced cell growth."
ALDH1A1,30080291,"EsA caused proliferation and mammosphere formation inhibition of breast CSCs; induced breast CSCs apoptotic death; suppressed the growth of tumors generated from breast CSCs significantly; the expressions of stemness proteins including ALDH1A1, Sox2, and Oct4 were downregulated; proapoptotic proteins, Bax and cleaved caspase-3 were upregulated, whereas the antiapoptotic protein Bcl-2 was reduced; IL-6/STAT3 pathway proteins including IL-6, phosphorylated STAT3 (Tyr705), and STAT3 (Ser727) were downregulated significantly in EsA-treated breast CSCs and tumor tissues."
STAT3,30080291,"EsA caused proliferation and mammosphere formation inhibition of breast CSCs; induced breast CSCs apoptotic death; suppressed the growth of tumors generated from breast CSCs significantly; the expressions of stemness proteins including ALDH1A1, Sox2, and Oct4 were downregulated; proapoptotic proteins, Bax and cleaved caspase-3 were upregulated, whereas the antiapoptotic protein Bcl-2 was reduced; IL-6/STAT3 pathway proteins including IL-6, phosphorylated STAT3 (Tyr705), and STAT3 (Ser727) were downregulated significantly in EsA-treated breast CSCs and tumor tissues."
RAD51,30142917,Resveratrol (Resv) is a natural compound representing a promising chemosensitizer for cancer treatment that has been shown to sensitize tumor cells through upregulation and phosphorylation of p53 and inhibition of RAD51.
Aromatase,30171625,Polyphenolic natural products and natural product-inspired steroidal mimics as aromatase inhibitors.
Aromatase,30171625,"The discovery of potent, natural product-based aromatase inhibitors (AIs) as hit compounds has led to the introduction of steroidal-based irreversible inhibitors, such as exemestane and reversible AIs such as anastrozole and letrozole, now standard therapy in the treatment of estrogen receptor-positive breast cancer and other hormone related indications."
Aromatase,30171625,"This review highlights the aromatase activity of natural stilbenes, chalcones, and flavanones and synthetically inspired versions thereof and draws attention to new and under-investigated areas within each class worthy of pursuit. Â© 2018 Wiley Periodicals, Inc."
CXCL10,30177620,Inhibitory Effect of Alisma canaliculatum Ethanolic Extract on NF-ÎºB-Dependent CXCR3 and CXCL10 Expression in TNFÎ±-Exposed MDA-MB-231 Breast Cancer Cells.
CXCR3,30177620,Inhibitory Effect of Alisma canaliculatum Ethanolic Extract on NF-ÎºB-Dependent CXCR3 and CXCL10 Expression in TNFÎ±-Exposed MDA-MB-231 Breast Cancer Cells.
Cyclin B1,30214619,"In contrast, treatment with CA and CSOL resulted in cytostatic G2/M arrest and an increase in cyclin B1 expression; thus, naturally-occurring rosemary and its constitutive terpenoids re-establish homeostatic control of proliferation and decrease cancer risk via distinct mechanisms."
Survivin,30256066,"The present study was done to reveal the effects of Scrophularia atropatana extract on epigenetic situation of TP53 gene promoter and the expression levels of anti-apoptotic gene, survivin and its potential for production of cancer epi-drugs."
TP53,30256066,"Conclusions: According to the outcomes, dichloromethane extract of S. atropatana returned the TP53 gene promoter hypermethylation to normal state."
TP53,30256066,Scrophularia Atropatana Extract Reverses TP53 Gene Promoter Hypermethylation and Decreases Survivin Antiapoptotic Gene Expression in Breast Cancer Cells.
TP53,30256066,This plant could be a promising source for production of epi-drugs due to its apoptotic effects and reversal of TP53 epigenetic alterations.
Survivin,30333884,"Kaempferol, a natural dietary flavonoid, suppresses 17Î²-estradiol-induced survivin expression and causes apoptotic cell death in endometrial cancer."
LSD1,30552007,"In this study, the LSD1 inhibitory activity of 12 natural flavones, including four aglycones and their corresponding monoglycosides and diglucosides, was evaluated."
LSD1,30552007,"These findings suggest that natural LSD1 inhibitors, and particularly isoquercitrin, are promising for cancer treatment."
CXCR4,30564115,"In this study, we examined the potential effect of thymoquinone (TQ), derived from the seeds of Nigella sativa, on the expression and regulation of CXCR4 in breast cancer cells."
ABCG2,30587555,Enhancing Chemosensitivity of Breast Cancer Stem Cells by Downregulating SOX2 and ABCG2 Using Wedelolactone-encapsulated Nanoparticles.
SOX2,30587555,Enhancing Chemosensitivity of Breast Cancer Stem Cells by Downregulating SOX2 and ABCG2 Using Wedelolactone-encapsulated Nanoparticles.
CR1,30679159,"Further analysis of gene expression in these TNBC tumor cells revealed that sulforaphane significantly decreases the expression of cancer-specific CR1, CRIPTO-3/TDGF1P3 (CR3, a homologue of CR1), and various stem cell markers including Nanog, aldehyde dehydrogenase 1A1 (ALDH1A1), Wnt3, and Notch4."
EGFR,30810849,Compounds screened from Naturally Occurring Plant-based Anti-Cancerous Compound-Activity-Target (NPACT) database having strong interactions with EGFR were further checked for ADMET properties.
DNMT1,31058255,"We found that many key epigenetic players, including ubiquitin-like containing plant homeodomain (PHD) and really interesting new gene (RING) finger domains 1 (UHRF1), DNMT1,3A,3B, G9A, HDAC1,4,9, KDM1B, and KMT2A,B,C,D,E, were downregulated in TQ-treated Jurkat cells."
HDAC1,31058255,"We found that many key epigenetic players, including ubiquitin-like containing plant homeodomain (PHD) and really interesting new gene (RING) finger domains 1 (UHRF1), DNMT1,3A,3B, G9A, HDAC1,4,9, KDM1B, and KMT2A,B,C,D,E, were downregulated in TQ-treated Jurkat cells."
KDM1B,31058255,"We found that many key epigenetic players, including ubiquitin-like containing plant homeodomain (PHD) and really interesting new gene (RING) finger domains 1 (UHRF1), DNMT1,3A,3B, G9A, HDAC1,4,9, KDM1B, and KMT2A,B,C,D,E, were downregulated in TQ-treated Jurkat cells."
KMT2A,31058255,"We found that many key epigenetic players, including ubiquitin-like containing plant homeodomain (PHD) and really interesting new gene (RING) finger domains 1 (UHRF1), DNMT1,3A,3B, G9A, HDAC1,4,9, KDM1B, and KMT2A,B,C,D,E, were downregulated in TQ-treated Jurkat cells."
Aromatase,31089409,"In the current study, 36 phytochemicals have been evaluated against aromatase to identify the potential candidate drug along with the approved drugs employing the Cdocker module accessible on the Discovery Studio (DS) v4.5 and thereafter analysing the stability of the protein ligand complex using GROningen MAchine for Chemical Simulations v5.0.6 (GROMACS)."
Caspase 3,31132755,"The extract induced accumulation of multinucleated cancer cells within 24â€¯h of treatment, increased the number of cells in the S and G2/M phases of the cell cycle, followed by loss of mitochondrial membrane potential, caspase 3 activation, and formation of an apoptotic hypodiploid cell population."
HER2,31148892,AIMS: The aim of this study was to evaluate the potential inhibitors against HER2 from hexane extract of E. crispa leaves.
HER2,31148892,"CONCLUSION: Thus, from this study it can be concluded that, these screened natural compounds from E. crispa leaves may serve as potential inhibitors for HER2 and they might lead to development of new therapeutic agents against cancer and its associated complications."
HER2,31148892,MATERIALS AND METHODS: Chemical fingerprinting method was used to identify the presence of natural compounds from the extract whereas their inhibitory activities were analyzed by molecular docking analysis against HER2.
Tyrosinase,31185340,"In this study, the effects of medicinal plant extracts on antioxidant (DPPH, ABTS, CUPRAC, FRAP, phosphomolybdenum, and metal chelating assays), enzyme inhibitory (on cholinesterase, tyrosinase, a-amylase and a-glucosidase), DNA protection and anticancer properties (including anti-proliferative, cell death and telomerase activity marker gene analysis, apoptotic DNA fragmentation analysis, cell migration test) were evaluated."
JAK2,31201357,"Epub 2019 Jun 14. 3-Deoxy-2Î²,16-dihydroxynagilactone E, a natural compound from Podocarpus nagi, preferentially inhibits JAK2/STAT3 signaling by allosterically interacting with the regulatory domain of JAK2 and induces apoptosis of cancer cells."
STAT3,31201357,"In this study, we identified a natural compound 3-deoxy-2Î²,16-dihydroxynagilactone E (B6) from the traditional Chinese medicinal plant Podocarpus nagi as a potent inhibitor of STAT3 signaling."
p21,31222938,"Further studies indicated that propolis extract exerted apoptotic effect on cancer cell lines, promoted cell cycle arrest through activation of p21 and resulted in accumulation at G0/G1 phase of cancer cells."
p21,31222938,"The aim of this study was to evaluate the ethanolic extract of propolis originated from northern Turkey for its antiproliferative, apoptotic and cell cycle arrest promoting effects on MCF7, HGC27, A549 cancer cell lines and a healthy cell line (HUVEC) in terms of DNA content, morphological features, expression of cell cycle checkpoint proteins p21, p53, Cyclin D1 and immune checkpoint protein PD-L1."
BRCA1,31317586,"Resveratrol (RVT) a much studied anti-cancer natural molecule is known for restoration of BRCA1, p53, and p21 in cancer cells."
p21,31317586,"Resveratrol (RVT) a much studied anti-cancer natural molecule is known for restoration of BRCA1, p53, and p21 in cancer cells."
MBNL2,31320607,The natural compound neobractatin inhibits tumor metastasis by upregulating the RNA-binding-protein MBNL2.
MARK4,31343173,Filtration of naturally occurring compound libraries using high-throughput screening and enzyme assay suggest Î±-mangostin is a potential inhibitor of MARK4.
EGFR,31409145,"These results indicate that extracts of A nantoensis could inhibit signal transduction at least involved in EGFR as well as the PI3K/AKT and Ras-ERK pathways, which are crucial players of tumor cell migration and invasion."
ATR,31441116,"In this study, we investigated the role of ATR in cell-cycle arrest by withaferin A (WA), a cancer preventative steroidal lactone derived from Withania somnifera plant abundant in India and surrounding countries."
STAT3,31456939,"Carnosol, a Natural Polyphenol, Inhibits Migration, Metastasis, and Tumor Growth of Breast Cancer via a ROS-Dependent Proteasome Degradation of STAT3."
Tyrosinase,31493741,The possible interaction and binding mode of the most abundant phytochemicals were studied via in silico docking experiments on tyrosinase and Î±-glucosidase.
FAS,31497225,"In the present study, we discovered that vitisin B, a natural stilbene isolated from the seeds of Iris lactea Pall. var. chinensis (Fisch.), was a novel FAS inhibitor."
EMT,31525383,"In this study, investigations were conducted into the effect and mechanism of Ziyuglycoside II (Ziyu II), the main compound extracted from Sanguisorba Officinails L, on EMT, anoikis resistance as well as cell migration and invasion in human triple negative breast carcinoma MDA-MB-231 cells."
IQGAP3,31605603,"MATERIAL AND METHODS After natural phytochemicals treatment, the expression of IQGAP3 in BC cells (ZR-75-30 and BT474) was detected by real-time PCR."
IQGAP3,31605603,"RESULTS We found that natural phytochemicals, especially Kaempferol, decreased IQGAP3 expression in BC cells."
IQGAP3,31605603,Targeting IQGAP3 may contribute to the study of natural phytochemicals as anti-tumor drugs in BC.
EGFR,31673107,"The aim of the study has been on certain phytochemicals which has potent actions on ERÎ±, PR, EGFR and mTOR inhibition."
PR,31673107,"The aim of the study has been on certain phytochemicals which has potent actions on ERÎ±, PR, EGFR and mTOR inhibition."
ER,31690139,"Ginger extract activates caspase independent paraptosis in cancer cells via ER stress, mitochondrial dysfunction, AIF translocation and DNA damage."
RFX3-AS1,31700260,Ginsenoside Rg3 and Korean Red Ginseng extract epigenetically regulate the tumor-related long noncoding RNAs RFX3-AS1 and STXBP5-AS1.
RFX3-AS1,31700260,"RESULTS: STXBP5-AS1 and RFX3-AS1 exhibited anti- and pro-proliferation effects, respectively, in the cancer cells, and the effects of Rg3 and KRG extract on apoptosis and cell proliferation were weakened after deregulating the lncRNAs."
STXBP5-AS1,31700260,Ginsenoside Rg3 and Korean Red Ginseng extract epigenetically regulate the tumor-related long noncoding RNAs RFX3-AS1 and STXBP5-AS1.
STXBP5-AS1,31700260,"RESULTS: STXBP5-AS1 and RFX3-AS1 exhibited anti- and pro-proliferation effects, respectively, in the cancer cells, and the effects of Rg3 and KRG extract on apoptosis and cell proliferation were weakened after deregulating the lncRNAs."
PKM2,31750963,"PRACTICAL APPLICATION: In this study, the extract from roots of Carpesium abrotanoides Linn. (PCA) was shown to have a noticeable anticancer effect against breast cancer in vitro, and PCA exerts the anticancer activity by regulating glucose metabolism and PKM2 expression."
Aromatase,31788435,"Naturally occurring depsidones, extracted from the fungus Aspergillus, are known for their wide range of biological activities such as cytotoxicity, aromatase inhibition, radical scavenging, and antioxidant properties."
Tyrosinase,31869453,"In addition, antioxidant, cytotoxic, anticholinesterase, urease, and tyrosinase activities of essential oils obtained from NH and NC aerial parts and ethanol extracts prepared from different parts of NH and NC were investigated."
MTDH,31979093,We demonstrate that MTDH plays a pivotal role in the regulation of stemness in MDA-MB-231/IR cells.
MTDH,31979093,"We found that phenethyl isothiocyanate (PEITC), a well-known pro-oxidant phytochemical, suppressed stemness in MDA-MB-231/IR cells through ROS modulation via the downregulation of MTDH."
STAT3,32065498,"The effects of a natural alkaloid, sanguinarine, on HIF-1Î± and STAT3 colocalization and interaction were evaluated in vitro and mouse xenograft models."
Cyclin D1,32127976,"Leaves Ethanolic Extract Nanoparticles (PAEEN) on concentration IC50 (89.2 Âµg/mL) inhibited the expression of cyclin D1 around 5.59%. Further, the immunocytochemistry assay indicated that there was an inhibition of cyclin D1, upregulation of caspase-9 and restoration of p53, indicated by their expression."
Aromatase,32181408,Inhibitory effect of chrysin on estrogen biosynthesis by suppression of enzyme aromatase (CYP19): A systematic review.
Aromatase,32181408,"Natural compounds like chrysin, as a flavor that has a high concentration in honey and propolis, are rich sources of them can be useful in inhibiting aromatase for chemoprevention following treatment or in women at risk of acquiring breast cancer."
Caspase 3,32238022,"An increased expression of the active fragments of an executioner caspase, caspase 3 in phenolic extract-treated MCF-7 cells further confirms this apoptosis induction."
HO-1,32238022,"Further, the phenolic extract of H. ovalis blocked the antioxidant defense system in MCF-7 cells by down-regulating the protein expression of a major transcription factor, Nrf-2 and regulatory antioxidant enzymes, SOD-2 and HO-1."
p21,32351178,"METHODS: The selection criteria for references were applied through Pubmed with ""N. sativa and cancer"", ""N. sativa and breast cancer"", ""N. sativa and metastasis"", ""N. sativa and cytotoxicity of natural killer cells"". The pathway analysis was performed using the PANTHER tool by using five randomly selected N. sativa affected genes (Cyclin D1, P53, p21 protein (Cdc42/Rac) activated kinase 1 (PAK1), B-cell lymphoma 2 (Bcl-2) and vascular endothelial growth factor (VEGF)) in order to elucidate further potentially affected signaling pathways."
CCND1,32372670,"The treatment with the extracts induced overexpression of the pro-apoptotic gene BAXÂ¸ down-regulation of the anti-apoptotic gene BCL-2 and the pro-proliferation genes NFkB, CCND1, and STAT3."
STAT3,32372670,"The treatment with the extracts induced overexpression of the pro-apoptotic gene BAXÂ¸ down-regulation of the anti-apoptotic gene BCL-2 and the pro-proliferation genes NFkB, CCND1, and STAT3."
Caspase 3,32373390,"Further, the O.Â indicum leaf extract caused a reduction in MCF-7Â cell viability, induction of MCF-7Â cell apoptosis and ROS formation, and an increase in caspase 3 activity."
Caspase 3,32373390,"MCF-7Â cells treated with the extracts were examined using the sulforhodamine B, colony formation and caspase 3 activity assays, and by Western blotting."
MMP9,32373390,"Also, the two extracts inhibited MCF-7Â cell migration and reduced both MMP 9 and ICAMP1 gene expression and MMP9 protein expression."
ICAMP1,32373390,"Also, the two extracts inhibited MCF-7Â cell migration and reduced both MMP 9 and ICAMP1 gene expression and MMP9 protein expression."
PARP,32410830,"We found that red guava extracts can, through caspase-3 activation and PARP cleavage signaling, induce apoptotic and necrotic death in TNBC cells."
Caspase 3,32410830,"We found that red guava extracts can, through caspase-3 activation and PARP cleavage signaling, induce apoptotic and necrotic death in TNBC cells."
CDK6,32429317,"This study presents an evaluation of dietary phytochemicals, capsaicin, tocopherol, rosmarinic acid, ursolic acid, ellagic acid (EA), limonene, caffeic acid, and ferulic acid for their potential to inhibit the activity of CDK6."
Butyrylcholinesterase,32454742,"Similarly, both extracts showed strong Î±-glucosidase and Î±-amylase inhibition activity, while the water extract had higher inhibition activity than the methanol extract against acetylcholinesterase and butyrylcholinesterase."
